job_id,job_title,company,skills,description,location,experience,combined_text
2709,production support engineer,reward360 global services,"core java, application support, production support, rdbms, problem management, incident management, issue resolution, html",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"production support engineer. Skills: core java, application support, production support, rdbms, problem management, incident management, issue resolution, html. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2710,manager/senior manager- fpna - ncr,exl,"financial planning and analysis, corporate finance, strategic financial planning, business planning, business finance, financial planning, planning, senior management",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"manager/senior manager- fpna - ncr. Skills: financial planning and analysis, corporate finance, strategic financial planning, business planning, business finance, financial planning, planning, senior management. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2711,senior applied machine learning scientist,sanas,"computer science, training, deep learning, product engineering, gcp, machine learning, deployment, performance optimization",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"senior applied machine learning scientist. Skills: computer science, training, deep learning, product engineering, gcp, machine learning, deployment, performance optimization. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2712,engineer iii consultant-app dev,verizon,"ios applications, xcode, mvvm, swift ui, jenkins, xcode unit, singleton, coreml",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"engineer iii consultant-app dev. Skills: ios applications, xcode, mvvm, swift ui, jenkins, xcode unit, singleton, coreml. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2713,airflow data engineer,avivys consulting services,"automation, version control, coding, consulting, mysql, machine learning, data quality, troubleshooting",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"airflow data engineer. Skills: automation, version control, coding, consulting, mysql, machine learning, data quality, troubleshooting. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2714,full stack web developer (angular + .net),aon,"computer science, front end, coding, database design, postgresql, entity framework, scrum, actuarial",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"full stack web developer (angular + .net). Skills: computer science, front end, coding, database design, postgresql, entity framework, scrum, actuarial. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2715,architect - predictive ops and insights,pepsico,"pyspark, azure databricks, azure cloud services, azure data lake, azure machine learning, predictive analytics, microsoft azure, data architecture",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"architect - predictive ops and insights. Skills: pyspark, azure databricks, azure cloud services, azure data lake, azure machine learning, predictive analytics, microsoft azure, data architecture. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2716,architecture & engineering specialist/lead - ml engineering,zs,"deep learning, architecture, data security, analytical, financial planning, machine learning, cloud, data structures",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"architecture & engineering specialist/lead - ml engineering. Skills: deep learning, architecture, data security, analytical, financial planning, machine learning, cloud, data structures. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2717,data engineer,stefanini,"bpo, performance tuning, data analysis, data modeling, project management, consulting, ssis, sdlc",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"data engineer. Skills: bpo, performance tuning, data analysis, data modeling, project management, consulting, ssis, sdlc. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2718,data science engineer,vaisesika consulting,"generative ai, ci/cd, al, python, tensorflow, pytorch, data science, scikit",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"data science engineer. Skills: generative ai, ci/cd, al, python, tensorflow, pytorch, data science, scikit. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2719,ml engineer,zapcom,"computer science, system architecture, prototype, nosql, ooad, machine learning, deployment, continuous improvement",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"ml engineer. Skills: computer science, system architecture, prototype, nosql, ooad, machine learning, deployment, continuous improvement. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2720,senior ai & ml engineer,blackstone eit,"electrical engineering, data science, analytical, artificial intelligence, machine learning, scala, data visualization, big data",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"senior ai & ml engineer. Skills: electrical engineering, data science, analytical, artificial intelligence, machine learning, scala, data visualization, big data. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2721,brand technical specialist (bts),ibm,"software development, machine learning, sales, pipeline, data science, python, redhat linux, microsoft azure",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"brand technical specialist (bts). Skills: software development, machine learning, sales, pipeline, data science, python, redhat linux, microsoft azure. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2722,associate manager data engineering,pepsico,"sql, azure cloud, deequ, pyspark, scala, apache griffin, etl pipelines, python",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"associate manager data engineering. Skills: sql, azure cloud, deequ, pyspark, scala, apache griffin, etl pipelines, python. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2723,senior data engineer,azira,"system architecture, nosql, coding, agile, data structures, system design, data processing, mongodb",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"senior data engineer. Skills: system architecture, nosql, coding, agile, data structures, system design, data processing, mongodb. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2724,senior data engineer,neostats analytics solutions,"data mart, python, data modeling, pyspark, programming, etl process, modeling, data",overviewwe are currently looking to expand our talent pool for financial planning funct...,hyderabad,4-7 yrs,"senior data engineer. Skills: data mart, python, data modeling, pyspark, programming, etl process, modeling, data. Description: overviewwe are currently looking to expand our talent pool for financial planning funct..."
2725,analyst - software engineering,goldman sachs,"c++, manager quality assurance, networking, web development, javascript, agile, data structures, html",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"analyst - software engineering. Skills: c++, manager quality assurance, networking, web development, javascript, agile, data structures, html. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2726,"program manager, rcx",amazon,"technical operations, process efficiency, project management, manager program management, machine learning, reverse logistics, agile, algorithm development",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"program manager, rcx. Skills: technical operations, process efficiency, project management, manager program management, machine learning, reverse logistics, agile, algorithm development. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2727,"sr. specialist, decision analytics",colgate-palmolive (india),"logistic regression, neural networks, project management, business analytics, analytical, predictive modeling, continuous improvement, forecasting",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"sr. specialist, decision analytics. Skills: logistic regression, neural networks, project management, business analytics, analytical, predictive modeling, continuous improvement, forecasting. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2728,hiring for sap btp llm developer,ey,"generative ai, sap ai core, data scientist, gpt, sap joule, sap generative ai hub, llm, sap ai",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"hiring for sap btp llm developer. Skills: generative ai, sap ai core, data scientist, gpt, sap joule, sap generative ai hub, llm, sap ai. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2729,unit manager - data science & engineerin...,bajaj financial securities limited,"advanced analytics, python, sql, data science, bfsi, natural language processing, neural networks, linear regression",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"unit manager - data science & engineerin.... Skills: advanced analytics, python, sql, data science, bfsi, natural language processing, neural networks, linear regression. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2730,manager - cd - growth north & east,bajaj financial securities limited,"emi, sales, budgeting, marketing, oem, digital marketing, project management, liaising",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"manager - cd - growth north & east. Skills: emi, sales, budgeting, marketing, oem, digital marketing, project management, liaising. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2731,"senior ai/ml developer - python, opencv, nlp, agentic ai, tessaract",smartdata enterprises,"natural language processing, tensorflow, artificial intelligence, machine learning, tesseract, deep learning, pytorch, pattern recognition",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"senior ai/ml developer - python, opencv, nlp, agentic ai, tessaract. Skills: natural language processing, tensorflow, artificial intelligence, machine learning, tesseract, deep learning, pytorch, pattern recognition. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2732,"ai technical analyst-(automation testing, gen ai) remote",novizco infotech,"api testing, aiml, qa automation, selenium, python, test automation framework, java, generative ai",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"ai technical analyst-(automation testing, gen ai) remote. Skills: api testing, aiml, qa automation, selenium, python, test automation framework, java, generative ai. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2733,azure data engineer - assistant manager,kpmg india,"networking, focus, manager technology, professional services, international clients, microsoft azure, technology, technology management",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"azure data engineer - assistant manager. Skills: networking, focus, manager technology, professional services, international clients, microsoft azure, technology, technology management. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2734,data engineer,matchbook ai,"computer science, performance tuning, data migration, postgresql, mysql, data quality, apache, information technology",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"data engineer. Skills: computer science, performance tuning, data migration, postgresql, mysql, data quality, apache, information technology. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2735,technical project manager,codvo,"product management, pmp, data management, analytical, machine learning, resource management, continuous improvement, risk management",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"technical project manager. Skills: product management, pmp, data management, analytical, machine learning, resource management, continuous improvement, risk management. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2736,senior ai validation engineer,reuters,"career development, data analysis, analytical, diversity and inclusion, consulting, machine learning, natural language processing, taxation",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"senior ai validation engineer. Skills: career development, data analysis, analytical, diversity and inclusion, consulting, machine learning, natural language processing, taxation. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2737,"data science lead - genai, llm, ml",gebbs healthcare solutions,"generative ai, natural language processing, llm, machine learning, python, data science, predictive modeling, artificial intelligence",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"data science lead - genai, llm, ml. Skills: generative ai, natural language processing, llm, machine learning, python, data science, predictive modeling, artificial intelligence. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2738,senior software engineer (data engineering),enphase energy,"electrical engineering, data modeling, solar energy, schema, cloud, database, data quality, apache",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"senior software engineer (data engineering). Skills: electrical engineering, data modeling, solar energy, schema, cloud, database, data quality, apache. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2739,gen ai developer,wipro,"data science, gen ai, machine learning, python, gen, artificial intelligence, machine, science",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"gen ai developer. Skills: data science, gen ai, machine learning, python, gen, artificial intelligence, machine, science. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2740,python backend engineer(machine learning engineer),tide software,"health insurance, administration, backend, machine learning, lead, german, aws, team building",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"python backend engineer(machine learning engineer). Skills: health insurance, administration, backend, machine learning, lead, german, aws, team building. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2741,software engineer consultant ii,allstate solutions (aspl),"software engineering, airflow, matplotlib, scipy, pyspark, plotly, hugging face transformers, apache",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"software engineer consultant ii. Skills: software engineering, airflow, matplotlib, scipy, pyspark, plotly, hugging face transformers, apache. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2742,service delivery lead,adm,"github, version control, git, coding, debugging, data processing, data quality, resource management",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"service delivery lead. Skills: github, version control, git, coding, debugging, data processing, data quality, resource management. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2743,senior‭ data engineer‬,sbase technologies,"python, airflow, data engineering, git, bigquery, gcp, stitch, sql",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"senior‭ data engineer‬. Skills: python, airflow, data engineering, git, bigquery, gcp, stitch, sql. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2744,senior ai scientist,uniphore software systems,"artificial intelligence, nlp, computer vision, deep learning, ml, python, natural language processing, senior",". bachelors degree or relevant work experience in computer science, mathematics, electr...",bengaluru,1-4 yrs,"senior ai scientist. Skills: artificial intelligence, nlp, computer vision, deep learning, ml, python, natural language processing, senior. Description: . bachelors degree or relevant work experience in computer science, mathematics, electr..."
2745,data engineer-data integration,ibm,"information management, data warehousing, business intelligence, splunk, data integration, python, informatica powercenter, power bi",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"data engineer-data integration. Skills: information management, data warehousing, business intelligence, splunk, data integration, python, informatica powercenter, power bi. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2746,data engineer-data platforms,ibm,"scala, pyspark, java, python, kafka, hive, amazon redshift, data warehousing",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"data engineer-data platforms. Skills: scala, pyspark, java, python, kafka, hive, amazon redshift, data warehousing. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2747,ai/ml computational science analyst,accenture,"microsoft power bi, python, sql server, sql, tableau, data analysis, data analytics, ssas",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"ai/ml computational science analyst. Skills: microsoft power bi, python, sql server, sql, tableau, data analysis, data analytics, ssas. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2748,sr . data science developer,golden eagle it technologies,"deep learning, data science, data management, machine learning, statistics, monitoring, supervision, sql",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"sr . data science developer. Skills: deep learning, data science, data management, machine learning, statistics, monitoring, supervision, sql. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2749,scrum master,siemens,"plm, automation, simulation, agile project management, agile, workflow, healthcare, scrum",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"scrum master. Skills: plm, automation, simulation, agile project management, agile, workflow, healthcare, scrum. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2750,analytics engineer - data solutions,merck sharp & dohme (msd),"relationship management, computer science, data management, data modeling, analytical, pharma, healthcare, business intelligence",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"analytics engineer - data solutions. Skills: relationship management, computer science, data management, data modeling, analytical, pharma, healthcare, business intelligence. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2751,manager- product/decision analytics (fraud risk advisory),visa,"data analysis, automation, sas, risk analytics, analytical, manager quality control, risk management, business solutions",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"manager- product/decision analytics (fraud risk advisory). Skills: data analysis, automation, sas, risk analytics, analytical, manager quality control, risk management, business solutions. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2752,senior data engineer,fortuna entertainment group,"automation, data services, coding, mysql, cloud, programming, data processing, sql",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"senior data engineer. Skills: automation, data services, coding, mysql, cloud, programming, data processing, sql. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2753,senior aiml engineer,gspann,"genai, machine learning, sql, data science, python, tensorflow, cnn, natural language processing",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"senior aiml engineer. Skills: genai, machine learning, sql, data science, python, tensorflow, cnn, natural language processing. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2754,python developer,u2o3 infotech,"computer science, computer vision, version control, git, pdf, artificial intelligence, machine learning, data structures",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"python developer. Skills: computer science, computer vision, version control, git, pdf, artificial intelligence, machine learning, data structures. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2755,senior engineer - backend (java),xoom,"computer science, backend, project management, diversity and inclusion, machine learning, technical lead, instrumentation, wellness",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"senior engineer - backend (java). Skills: computer science, backend, project management, diversity and inclusion, machine learning, technical lead, instrumentation, wellness. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2756,machine learning engineer 2 (data platform),demandbase,"san, system architecture, c++, automation, software design, data science, troubleshooting, sql",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"machine learning engineer 2 (data platform). Skills: san, system architecture, c++, automation, software design, data science, troubleshooting, sql. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2757,data engineer-data platforms,ibm,"scala, hadoop spark, jenkins, big data, python, hive, pyspark, java",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"data engineer-data platforms. Skills: scala, hadoop spark, jenkins, big data, python, hive, pyspark, java. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2758,manager data engineering,merck sharp & dohme (msd),"computer science, data management, data modeling, healthcare, data processing, project planning, business intelligence, information technology",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"manager data engineering. Skills: computer science, data management, data modeling, healthcare, data processing, project planning, business intelligence, information technology. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2759,data engineer,virtusa,"data engineering, azureml, artificial intelligence, mlflow, cloud platform, machine learning, sql, python",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"data engineer. Skills: data engineering, azureml, artificial intelligence, mlflow, cloud platform, machine learning, sql, python. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2760,snowflake senior consultant,virtusa,"snowflake, python, project management, data validation, program management, data warehousing, solution delivery, business analysis",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"snowflake senior consultant. Skills: snowflake, python, project management, data validation, program management, data warehousing, solution delivery, business analysis. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2761,senior member of technical staff llm/ai - smts,athenahealth,"unix, computer science, automation, linux, coding, enterprise applications, hipaa, healthcare",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"senior member of technical staff llm/ai - smts. Skills: unix, computer science, automation, linux, coding, enterprise applications, hipaa, healthcare. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2762,senior consultant,virtusa,"python programming, cloud, data modeling, snowflake, data warehousing, etl, aws, data engineering",as data engineer at ibm you will harness the power of data to unveil captivating storie...,pune,2-5 yrs,"senior consultant. Skills: python programming, cloud, data modeling, snowflake, data warehousing, etl, aws, data engineering. Description: as data engineer at ibm you will harness the power of data to unveil captivating storie..."
2763,sr product manager,target,"product management, supply chain, agile, global strategy, manager technology, scrum, product strategy, analytics",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"sr product manager. Skills: product management, supply chain, agile, global strategy, manager technology, scrum, product strategy, analytics. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2764,junior data engineer,datachamps,"automation, data analysis, database design, mysql, active directory, unit testing, business intelligence, ruby",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"junior data engineer. Skills: automation, data analysis, database design, mysql, active directory, unit testing, business intelligence, ruby. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2765,product analyst,project44,"tableau, data mining, looker, business analytics, product analysis, analysis, programming, sql",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"product analyst. Skills: tableau, data mining, looker, business analytics, product analysis, analysis, programming, sql. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2766,associate product manager,ethos watch,"product management, qualitative research, san, data analysis, product design, forecasting, monitoring, analytics",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"associate product manager. Skills: product management, qualitative research, san, data analysis, product design, forecasting, monitoring, analytics. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2767,supply chain analytics,course5 intelligence,"supply chain, stakeholder communication, analytics, resource management, supply, resource, management, communication skills",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"supply chain analytics. Skills: supply chain, stakeholder communication, analytics, resource management, supply, resource, management, communication skills. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2768,sr data scientist_vconstruct_subsidiary of us based mnc,vconstruct,"natural language processing, machine learning, aws, python, predictive analytics, sql, data, process",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"sr data scientist_vconstruct_subsidiary of us based mnc. Skills: natural language processing, machine learning, aws, python, predictive analytics, sql, data, process. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2769,principal product manager,eclinical solutions,"product management, automation, product engineering, data management, machine learning, data collection, clinical research, healthcare",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"principal product manager. Skills: product management, automation, product engineering, data management, machine learning, data collection, clinical research, healthcare. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2770,principal ai scientist,pristine infotech,"mining, supply chain, computer science, logistic regression, rf, business analysis, business planning, research",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"principal ai scientist. Skills: mining, supply chain, computer science, logistic regression, rf, business analysis, business planning, research. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2771,senior machine learning engineer,fpl capital,"delivery excellence, architecture, machine learning, strategic planning, information technology, distribution system, sustainable development, sql",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"senior machine learning engineer. Skills: delivery excellence, architecture, machine learning, strategic planning, information technology, distribution system, sustainable development, sql. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2772,senior deployment technical specialist,loyalytics,"angular, node, css, golang, html, cosmos, mongodb, javascript",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"senior deployment technical specialist. Skills: angular, node, css, golang, html, cosmos, mongodb, javascript. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2773,ml ops manager/senior manager,pradeepit consulting services,"data analysis, analytical, consulting, market research, data structures, forecasting, rfp, analytics",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"ml ops manager/senior manager. Skills: data analysis, analytical, consulting, market research, data structures, forecasting, rfp, analytics. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2774,cyber security data security or data analyst,suviksan technologies,"metadata, cyber security, data security, information security, analytical, agile, data analyst, natural language processing",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"cyber security data security or data analyst. Skills: metadata, cyber security, data security, information security, analytical, agile, data analyst, natural language processing. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2775,senior software engineer (architect),wayfair,"supply chain, computer science, object oriented design, backend, coding, troubleshooting, open source, distribution system",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"senior software engineer (architect). Skills: supply chain, computer science, object oriented design, backend, coding, troubleshooting, open source, distribution system. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2776,sr software engineer,wipro enterprises,"automation, version control, data management, machine learning, debugging, healthcare, distribution system, operations",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"sr software engineer. Skills: automation, version control, data management, machine learning, debugging, healthcare, distribution system, operations. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2777,analytics data science manager/sr. manager,akssai projexel,"automation, assurance, publishing, sas, coding, project management, web development, workflow",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"analytics data science manager/sr. manager. Skills: automation, assurance, publishing, sas, coding, project management, web development, workflow. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2778,it - aws tech architect,systechcorp inc,"data analysis, data migration, team management, nosql, analytical, postgresql, mysql, data processing",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"it - aws tech architect. Skills: data analysis, data migration, team management, nosql, analytical, postgresql, mysql, data processing. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2779,fullstack developer - python+react,globant,"react.js, python, fast api, css, django, javascript, html, flask",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"fullstack developer - python+react. Skills: react.js, python, fast api, css, django, javascript, html, flask. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2780,"technical lead (lead python, rest api, microservices)",blue yonder,"supply chain, linux, javascript, data structures, dbms, open source, monitoring, sql",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"technical lead (lead python, rest api, microservices). Skills: supply chain, linux, javascript, data structures, dbms, open source, monitoring, sql. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2781,senior front-end lead developer - enterprise dashboard specialist,pradeepit consulting services,"front end, coding, analytical, web development, debugging, data processing, html, adobe",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"senior front-end lead developer - enterprise dashboard specialist. Skills: front end, coding, analytical, web development, debugging, data processing, html, adobe. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2782,azure - lead data engineer,htc global services,"azure databricks, etl, python, pyspark, datafactory, data lake, data governance, sql",four-year degree or equivalent experience . 6+ years of product management experience o...,bengaluru,6-11 yrs,"azure - lead data engineer. Skills: azure databricks, etl, python, pyspark, datafactory, data lake, data governance, sql. Description: four-year degree or equivalent experience . 6+ years of product management experience o..."
2783,senior product manager,earnin,"product management, analytical skills, data science, product innovation, finance, machine learning, healthcare, data analytics",experience with regulatory and compliance requirements related to financial services is...,bengaluru,2-5 yrs,"senior product manager. Skills: product management, analytical skills, data science, product innovation, finance, machine learning, healthcare, data analytics. Description: experience with regulatory and compliance requirements related to financial services is..."
2784,senior web developer,intelex technologies ulc,"automation, web development, javascript, healthcare, product design, oracle, ruby, python",experience with regulatory and compliance requirements related to financial services is...,bengaluru,2-5 yrs,"senior web developer. Skills: automation, web development, javascript, healthcare, product design, oracle, ruby, python. Description: experience with regulatory and compliance requirements related to financial services is..."
2785,technical sales engineer,baffle,"enterprise software, technical sales, dlp, microsoft azure, networking, engineering, product training, sales",experience with regulatory and compliance requirements related to financial services is...,bengaluru,2-5 yrs,"technical sales engineer. Skills: enterprise software, technical sales, dlp, microsoft azure, networking, engineering, product training, sales. Description: experience with regulatory and compliance requirements related to financial services is..."
2786,business technology solutions consultant,zs,"cloud computing, data analysis, data management, data security, financial planning, data visualization, management, virtualization",experience with regulatory and compliance requirements related to financial services is...,bengaluru,2-5 yrs,"business technology solutions consultant. Skills: cloud computing, data analysis, data management, data security, financial planning, data visualization, management, virtualization. Description: experience with regulatory and compliance requirements related to financial services is..."
2787,"sr. specialist ddit ops data, analytics, ds&ai",novartis,"product management, supply chain, data analysis, sap, data management, agile, healthcare, jira",experience with regulatory and compliance requirements related to financial services is...,bengaluru,2-5 yrs,"sr. specialist ddit ops data, analytics, ds&ai. Skills: product management, supply chain, data analysis, sap, data management, agile, healthcare, jira. Description: experience with regulatory and compliance requirements related to financial services is..."
